index,status,card_present_flag,account,currency,long_lat,txn_description,merchant_id,first_name,balance,date,gender,age,merchant_suburb,merchant_state,extraction,amount,transaction_id,country,customer_id,merchant_long_lat,movement
7084,authorized,1.0,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,c81f9513-0787-45b5-a956-ae58d2c1f89b,Joseph,4258.51,24/09/2018,M,37,Surfers Paradise,QLD,2018-09-24T14:46:18.000+0000,6.95,370c1a7cc2474c8dae8d02f316a3d8b4,Australia,CUS-2695611575,153.43 -28.01,debit
7088,authorized,1.0,ACC-1608363396,AUD,151.22 -33.87,SALES-POS,2f409df7-15b1-44e2-856e-ea88b0aa11f8,Robert,7172.29,24/09/2018,M,20,Blacktown,NSW,2018-09-24T15:09:59.000+0000,42.78,f1fe3f44748f402db0600d257dbcee62,Australia,CUS-2688605418,150.92 -33.75,debit
7089,authorized,1.0,ACC-37709441,AUD,153.41 -28.01,SALES-POS,f9b5a280-e4fd-466b-ac0b-57a15e7687d9,Charles,13399.99,24/09/2018,M,18,Labrador,QLD,2018-09-24T15:30:49.000+0000,17.38,867c4d14ad544179afbb6f4bf0b2e5c1,Australia,CUS-3336454548,153.41 -27.95,debit
7090,authorized,0.0,ACC-2897221629,AUD,150.90 -34.37,POS,5506f02a-c1dd-43c5-ad15-d97619f7dd4f,Scott,4813.9,24/09/2018,M,23,Kingsford,NSW,2018-09-24T15:51:39.000+0000,16.26,7ad9b53381b747ecbfcb066b71f586d6,Australia,CUS-511326734,151.23 -33.92,debit
7091,authorized,1.0,ACC-1496451953,AUD,145.16 -37.84,SALES-POS,11c306b7-2934-4494-a30a-bbcf3422a164,Ricky,15376.39,24/09/2018,M,43,Melbourne,VIC,2018-09-24T16:18:10.000+0000,15.34,b98d3f827a4d4147afa4ff73300646a6,Australia,CUS-3142625864,144.96 -37.81,debit
7092,authorized,1.0,ACC-1496451953,AUD,145.16 -37.84,SALES-POS,d725167e-2d74-47e5-a608-eab00c80c36a,Ricky,15358.51,24/09/2018,M,43,Melbourne,VIC,2018-09-24T16:48:29.000+0000,17.88,eaeff6e7dfcf4662acace63e1c222aea,Australia,CUS-3142625864,144.96 -37.8,debit
7097,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,914cea98-2f5a-4ee4-b8b1-441ff0d41bf8,Michael,299.28,24/09/2018,M,38,Peakhurst,NSW,2018-09-24T17:21:22.000+0000,14.16,b31281a75caf44a1a0d52db3e08042f5,Australia,CUS-2142601169,151.07 -33.96,debit
7098,authorized,0.0,ACC-37709441,AUD,153.41 -28.01,POS,b27689af-4d1e-49b2-b3af-4139ac5d2b6c,Charles,13388.33,24/09/2018,M,18,Arundel,VIC,2018-09-24T17:55:51.000+0000,11.66,20127dea0e2c418c82f7cd64d2d65d07,Australia,CUS-3336454548,153.37 -27.94,debit
7099,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,90bcca1c-37b3-4e43-8320-e6886b13dc71,Michael,281.81,24/09/2018,M,38,Hammondville,NSW,2018-09-24T18:31:25.000+0000,17.47,e3d09d41594b404fa1b2c58e7d80361c,Australia,CUS-2142601169,150.95 -33.95,debit
7102,authorized,1.0,ACC-154431271,AUD,153.09 -27.48,POS,99de3c07-fc81-4cde-bfbc-d652d621e26f,Lori,2154.34,24/09/2018,F,18,Sydney,NSW,2018-09-24T19:08:41.000+0000,28.85,0625ba7632484b4fb553ec11d930ea07,Australia,CUS-3702001629,151.21 -33.86,debit
7103,authorized,1.0,ACC-414431115,AUD,142.77 -37.06,SALES-POS,106e1272-44ab-4dcb-a438-dd98e0071e51,Amy,3417.93,24/09/2018,F,43,Eden,NSW,2018-09-24T19:52:10.000+0000,28.06,0d81496d876a4174a5ed3d2f28ff392d,Australia,CUS-2599279756,149.9 -37.06,debit
7107,authorized,0.0,ACC-3233697971,AUD,151.04 -33.77,SALES-POS,c01e6c61-f72d-40cb-96fc-90cafe1885c8,Robin,9646.75,24/09/2018,F,34,Double Bay,NSW,2018-09-24T20:29:17.000+0000,40.54,1b833991058e4e7eb06feda14981ce3d,Australia,CUS-1147642491,151.24 -33.88,debit
7108,authorized,1.0,ACC-2890243754,AUD,153.32 -27.93,POS,00097987-7795-4c01-92c7-66bf486bacca,Joseph,4246.99,24/09/2018,M,37,Leinster,WA,2018-09-24T21:02:03.000+0000,11.52,718e3f9351fd48ba96073d834859ad07,Australia,CUS-2695611575,120.7 -27.92,debit
7109,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,0b987f8d-d345-4b1c-8113-b433631aae15,Michael,275.52,24/09/2018,M,38,Liverpool,NSW,2018-09-24T21:16:45.000+0000,6.29,fdbc15c910244b3ab8f18bf0b32882d9,Australia,CUS-2142601169,150.92 -33.92,debit
7110,authorized,1.0,ACC-1496451953,AUD,145.16 -37.84,SALES-POS,727f70ec-7434-44fd-8cd7-0583a1b07097,Ricky,15342.63,24/09/2018,M,43,Bairnsdale,VIC,2018-09-24T21:31:28.000+0000,15.88,c842712f6ab94aeabf04ca267cbc3fdd,Australia,CUS-3142625864,147.63 -37.83,debit
7111,authorized,1.0,ACC-3771436525,AUD,145.04 -37.92,POS,a20827bf-4aa3-4845-99ef-14a0f887f5c6,Derek,4101.34,24/09/2018,M,20,Mitchell,ACT,2018-09-24T21:46:10.000+0000,22.28,ebe4d12593784cdb905dd729045b3b73,Australia,CUS-3325710106,149.14 -35.22,debit
7113,authorized,1.0,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,e2275783-0f73-40fa-a54f-e589b176e0ae,Joseph,4206.01,24/09/2018,M,37,Burleigh Heads,QLD,2018-09-24T22:00:43.000+0000,40.98,51010db6d96e4edcb8a6915389ae9522,Australia,CUS-2695611575,153.42 -28.11,debit
7114,authorized,1.0,ACC-1334819143,AUD,145.13 -37.70,POS,3fa0f231-07d8-4168-941a-edf1c708e449,Christopher,61866.18,24/09/2018,M,33,Sunshine,VIC,2018-09-24T22:12:46.000+0000,34.61,9f2bd4a53e6a4843a54cded49a031a6b,Australia,CUS-3117610635,144.83 -37.78,debit
7115,authorized,1.0,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,020e82c2-0869-43a3-84ad-8b7a2318faf8,Jeffrey,2924.56,24/09/2018,M,30,Carindale,QLD,2018-09-24T22:24:49.000+0000,12.19,2a425a743339499dab3c2a393baf606b,Australia,CUS-860700529,153.1 -27.51,debit
7116,authorized,1.0,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,36d1dbed-35a1-4655-afe7-926d5a8722a2,Jeffrey,2914.64,24/09/2018,M,30,Clayfield,QLD,2018-09-24T22:36:52.000+0000,9.92,4c212facac35409ebb51bd386b243f20,Australia,CUS-860700529,153.06 -27.42,debit
7117,authorized,1.0,ACC-182446574,AUD,116.06 -32.00,SALES-POS,4ad307c4-9cfe-44e5-b717-2ea8a1ee8b9a,Tonya,6204.24,24/09/2018,F,27,Maylands,WA,2018-09-24T22:48:54.000+0000,10.19,4ec58bc689aa45a78c102cfb95ca9dec,Australia,CUS-3026014945,115.9 -31.93,debit
7119,authorized,1.0,ACC-3084464802,AUD,145.15 -37.76,SALES-POS,f7f1a4c4-9947-47f5-a461-2fed2ca3324c,Susan,7496.62,25/09/2018,F,19,Melbourne,VIC,2018-09-25T00:29:59.000+0000,18.73,5bc31be1ee5c4ed9b4e8646ea9068c38,Australia,CUS-1928710999,144.96 -37.82,debit
7120,authorized,1.0,ACC-182446574,AUD,116.06 -32.00,SALES-POS,e133d191-28de-44a7-8cdd-6f193fcc0b3c,Tonya,6196.23,25/09/2018,F,27,Sydney,NSW,2018-09-25T01:13:56.000+0000,8.01,97509a8d6e354b4da0598a48531379fa,Australia,CUS-3026014945,151.21 -33.87,debit
7121,authorized,1.0,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,4d587304-5351-4474-97e4-443b727eeef5,Rhonda,4448.14,25/09/2018,F,40,Tingalpa,QLD,2018-09-25T01:44:14.000+0000,17.42,e9c2d702b31942c1a79faf77bb6ad640,Australia,CUS-1614226872,153.14 -27.48,debit
7130,authorized,1.0,ACC-1598451071,AUD,153.41 -27.95,POS,79cfaa6a-041c-456d-b109-af68f24c694e,Diana,2387.59,25/09/2018,F,26,Carrara,QLD,2018-09-25T04:15:59.000+0000,6.21,0e7af8af8b184ef28444bb98d1fbd0ab,Australia,CUS-2487424745,153.37 -28.02,debit
7135,authorized,1.0,ACC-3541460373,AUD,145.00 -37.83,SALES-POS,781468b4-f237-491b-a784-49ec96e513ec,Jeffrey,2849.77,25/09/2018,M,24,Doncaster East,VIC,2018-09-25T06:26:39.000+0000,41.7,2d579d4b76bc4e35a78d53c2bcd6d070,Australia,CUS-1433879684,145.15 -37.79,debit
7139,authorized,1.0,ACC-1903037542,AUD,153.05 -27.61,POS,388848fa-5b48-40ef-9fa0-f1d271a93bf2,Jeffrey,2891.94,25/09/2018,M,30,Sunshine,VIC,2018-09-25T07:47:03.000+0000,22.7,80e803d37e2c4cfd89937bdb806b9d0d,Australia,CUS-860700529,144.85 -37.79,debit
7141,authorized,0.0,ACC-3485804958,AUD,138.52 -35.01,SALES-POS,70c84b85-fd0f-4d7a-a09c-c11599ba16a5,Jessica,22402.87,25/09/2018,F,34,Duffy,ACT,2018-09-25T08:15:55.000+0000,10.05,be2a6fadb23944d591fe5b4652080b59,Australia,CUS-1196156254,149.03 -35.34,debit
7142,authorized,1.0,ACC-854938045,AUD,147.63 -22.84,POS,71a62c87-49db-403c-9a83-546bbd4b4f5d,James,11645.91,25/09/2018,M,28,Ocean Grange,VIC,2018-09-25T08:36:19.000+0000,16.94,125bb09de2e24711b5d2ddc79863c41a,Australia,CUS-4023861240,147.69 -38,debit
7143,authorized,1.0,ACC-2173390920,AUD,144.71 -37.58,SALES-POS,7c6c5c99-7e7f-4e73-b7ca-543d10aa4901,Luis,8068.94,25/09/2018,M,27,Craigieburn,VIC,2018-09-25T08:56:44.000+0000,31.34,6917ac0a597344bf9b0e378359908f9b,Australia,CUS-3180318393,144.92 -37.57,debit
7147,authorized,1.0,ACC-37709441,AUD,153.41 -28.01,POS,d1f233cc-3f37-4c24-a188-7d842a11bb3d,Charles,13237.88,25/09/2018,M,18,Melbourne,VIC,2018-09-25T09:03:27.000+0000,95.45,b6a86da371c4483da62b50fad29552e2,Australia,CUS-3336454548,144.96 -37.81,debit
7148,authorized,0.0,ACC-37709441,AUD,153.41 -28.01,POS,31ba1ad6-009c-4b64-8bac-89197be8fd94,Charles,13229.17,25/09/2018,M,18,Helensvale,QLD,2018-09-25T09:11:41.000+0000,8.71,7ddd011b7b1140429f596c7d4bd37713,Australia,CUS-3336454548,153.34 -27.93,debit
7149,authorized,1.0,ACC-3485804958,AUD,138.52 -35.01,SALES-POS,fedbbadf-3ae8-43e7-9501-e568effeebec,Jessica,22321.51,25/09/2018,F,34,Norwood,SA,2018-09-25T09:15:48.000+0000,81.36,f2f1322b37c74819bc89bdb19fe8ffe2,Australia,CUS-1196156254,138.64 -34.92,debit
7150,authorized,1.0,ACC-3741880913,AUD,150.50 -23.40,SALES-POS,6f3b653c-32af-4df0-acee-5a5d4f3bfbea,Ashley,8458.83,25/09/2018,F,25,Rockhampton City,QLD,2018-09-25T09:19:55.000+0000,10.94,feb45e0cfc484f8dacb1f45b4d8cacce,Australia,CUS-1220154422,150.52 -23.38,debit
7151,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,a57eacaa-1a0f-4de6-8245-c193f5bb530f,Michael,252.93,25/09/2018,M,38,Casula,NSW,2018-09-25T09:24:01.000+0000,22.59,5d402dc443f04e40a477155454a70180,Australia,CUS-2142601169,150.91 -33.94,debit
7152,authorized,0.0,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,2f1952ff-7f21-4476-b28b-f8427b425592,Virginia,6301.08,25/09/2018,F,20,Thornlie,WA,2018-09-25T09:28:08.000+0000,17.59,a2a0ef7e9be5452e99a028afd8bf956c,Australia,CUS-127297539,115.95 -32.07,debit
7153,authorized,0.0,ACC-1279356312,AUD,144.79 -37.73,SALES-POS,ecd852d6-74e1-41d8-9804-0b459043cf7e,Tyler,8630.77,25/09/2018,M,44,Essendon,VIC,2018-09-25T09:32:15.000+0000,13.14,dfba2c1591114c7eb3bf7db9e9b4a61d,Australia,CUS-1892177589,144.92 -37.75,debit
7154,authorized,0.0,ACC-2890243754,AUD,153.32 -27.93,POS,aef30de1-c67e-4ab7-8577-2931a4bf3c7e,Joseph,4191.83,25/09/2018,M,37,Yowah,QLD,2018-09-25T09:36:22.000+0000,14.18,b329ae7d06d24a1bbd7740cd2d3fead9,Australia,CUS-2695611575,144.64 -27.97,debit
7155,authorized,1.0,ACC-854938045,AUD,147.63 -22.84,POS,388848fa-5b48-40ef-9fa0-f1d271a93bf2,James,11607.6,25/09/2018,M,28,Sunshine,VIC,2018-09-25T09:40:29.000+0000,38.31,912c58e2840f4cbf8c4a3d5a4a9f53e5,Australia,CUS-4023861240,144.85 -37.79,debit
7156,authorized,1.0,ACC-211792489,AUD,138.63 -34.93,POS,a5d60ea9-6fbc-4dd2-b106-9c14dd48aca2,Jacqueline,4535.03,25/09/2018,F,30,Kilkenny,SA,2018-09-25T09:44:36.000+0000,47.52,b6dba63fbd0c42d4a62f257993996b00,Australia,CUS-497688347,138.55 -34.87,debit
7157,authorized,1.0,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,26d8ffb3-c584-438a-a372-179ee2c9ea86,Virginia,6288.61,25/09/2018,F,20,Willetton,WA,2018-09-25T09:48:43.000+0000,12.47,cbb73bd865194a0497475133d4c9dd5b,Australia,CUS-127297539,115.88 -32.05,debit
7158,authorized,1.0,ACC-211792489,AUD,138.63 -34.93,SALES-POS,3df82b4a-7300-4ebe-9660-0d810bb28410,Jacqueline,4397.02,25/09/2018,F,30,Frenchs Forest,NSW,2018-09-25T09:52:50.000+0000,138.01,3b8627ebd5e547afa037d48b9e67a894,Australia,CUS-497688347,151.24 -33.75,debit
7159,authorized,1.0,ACC-1890605467,AUD,143.88 -37.66,SALES-POS,835ea2d9-9be0-4f76-8ab8-2596bd457e53,Alexander,16418.15,25/09/2018,M,38,Brunswick West,VIC,2018-09-25T09:56:57.000+0000,93.52,861904a027484ba99d719fc9c815f65b,Australia,CUS-1478398256,144.94 -37.76,debit
7161,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,SALES-POS,c0b5acb9-1ee4-411f-a28c-d4b707f8a46b,Michael,247.78,25/09/2018,M,38,Epping,NSW,2018-09-25T10:02:27.000+0000,5.15,9c2635dfa3cc4f9f838e403268b16ef4,Australia,CUS-2142601169,151.07 -33.78,debit
7162,authorized,1.0,ACC-3485804958,AUD,138.52 -35.01,SALES-POS,5db857fb-118c-4757-ab48-337ea3710e01,Jessica,22312.76,25/09/2018,F,34,Wagga Wagga,NSW,2018-09-25T10:11:53.000+0000,8.75,95d8db0f264b4472b4ab766ba1993420,Australia,CUS-1196156254,147.42 -35.12,debit
7163,authorized,0.0,ACC-1903037542,AUD,153.05 -27.61,POS,9148f42a-c5b8-487d-8f5a-a38264d30552,Jeffrey,2818.45,25/09/2018,M,30,Melbourne,VIC,2018-09-25T10:21:19.000+0000,73.49,c197ed21676b400795fb5ae0b4bd0425,Australia,CUS-860700529,144.97 -37.82,debit
7164,authorized,1.0,ACC-1334819143,AUD,145.13 -37.70,SALES-POS,7dd0e3c6-fe60-4710-b396-9e4e09bf7340,Christopher,61839.81,25/09/2018,M,33,Footscray,VIC,2018-09-25T10:30:45.000+0000,26.37,dc68d57aa89242aa8bb84c081042242b,Australia,CUS-3117610635,144.89 -37.8,debit
7165,authorized,0.0,ACC-2890243754,AUD,153.32 -27.93,POS,c8a9f03d-ea29-4aca-ac45-d595d830dbd8,Joseph,4182.84,25/09/2018,M,37,Southport,QLD,2018-09-25T10:40:11.000+0000,8.99,d49e37b4d72046e0b4f9f33804d2c005,Australia,CUS-2695611575,153.4 -27.97,debit
7166,authorized,1.0,ACC-3084464802,AUD,145.15 -37.76,POS,6e4998a1-2407-4903-923b-51e2ea3b057b,Susan,7470.39,25/09/2018,F,19,Ringwood,VIC,2018-09-25T10:49:37.000+0000,26.23,8773a98daffa4b4cad918bdade96cf2d,Australia,CUS-1928710999,145.23 -37.82,debit
7167,authorized,1.0,ACC-964839203,AUD,146.92 -36.07,POS,3b2247ab-71d9-44fd-a4b3-f32b28f05a86,Michael,36191.66,25/09/2018,M,21,Brighton,VIC,2018-09-25T10:59:03.000+0000,9.21,a8b30f73d9e84bd48134f67a5ce558b9,Australia,CUS-2059096722,145 -37.91,debit
7169,authorized,1.0,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,7deda505-d941-43ac-9d5e-f866d57dcc4e,Joseph,4164.73,25/09/2018,M,37,Helensvale,QLD,2018-09-25T11:07:49.000+0000,18.11,6ede07811d31414490d7884c2d3277e2,Australia,CUS-2695611575,153.34 -27.93,debit
7170,authorized,1.0,ACC-3771436525,AUD,145.04 -37.92,SALES-POS,2c7c42ec-73a2-479e-8e2c-0f84cba09a76,Derek,4078.93,25/09/2018,M,20,Ivanhoe,VIC,2018-09-25T11:16:31.000+0000,22.41,2d44c2bcb2a44068bea95b765a55640c,Australia,CUS-3325710106,145.04 -37.77,debit
7171,authorized,1.0,ACC-354106658,AUD,151.04 -33.80,SALES-POS,40a4fa1b-638a-4e4d-b4c6-b789ee803990,Christine,15015.42,25/09/2018,F,39,Surry Hills,NSW,2018-09-25T11:25:13.000+0000,18.87,9126c14fe5fd4136a585acc8e993b562,Australia,CUS-2376382098,151.21 -33.88,debit
7172,authorized,0.0,ACC-1344825761,AUD,151.09 -33.91,POS,2e668114-59de-47f9-89c5-fdf26c695c43,Sarah,21212.29,25/09/2018,F,46,Coogee,NSW,2018-09-25T11:33:54.000+0000,54.4,75369fcce42944039330668c05e5215c,Australia,CUS-1499065773,151.25 -33.92,debit
7173,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,848f6f12-a594-461b-aaf5-72b7712ded60,Michael,211.13,25/09/2018,M,38,Geelong,VIC,2018-09-25T11:42:36.000+0000,36.65,b84bb46bfacc43ce9bfca536f4ca867b,Australia,CUS-2142601169,144.36 -38.15,debit
7174,authorized,1.0,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,d4eb82d5-9f02-4a97-8d9a-381a8bbd748f,Joseph,4152.25,25/09/2018,M,37,Palm Beach,QLD,2018-09-25T11:51:18.000+0000,12.48,519477b733b3420cbb08c55a6c0f3fa4,Australia,CUS-2695611575,153.46 -28.1,debit
7175,authorized,0.0,ACC-3485804958,AUD,138.52 -35.01,POS,5a3c0cad-eb95-43f2-9d62-c55f9d325ce9,Jessica,22300.53,25/09/2018,F,34,North Wagga Wagga,NSW,2018-09-25T11:59:59.000+0000,12.23,b6a42f87f3234b3ab36fc536252caea4,Australia,CUS-1196156254,147.38 -35.1,debit
7179,authorized,1.0,ACC-211792489,AUD,138.63 -34.93,SALES-POS,89ac710d-8917-4b36-88a1-b373940bb767,Jacqueline,4189.34,25/09/2018,F,30,Wingfield,SA,2018-09-25T12:21:44.000+0000,207.68,c764c28e94bb47dcae46825679cec3df,Australia,CUS-497688347,138.55 -34.84,debit
7180,authorized,1.0,ACC-1037050564,AUD,153.10 -27.66,POS,8c17f994-bf4e-4045-ad13-7cbf4173eea4,Rhonda,4441.89,25/09/2018,F,40,Geraldton,WA,2018-09-25T12:43:28.000+0000,6.25,de1fc7c86d754af9a2e7a965e8611c65,Australia,CUS-1614226872,114.61 -28.77,debit
7183,authorized,1.0,ACC-2681137560,AUD,151.11 -33.99,SALES-POS,e597c518-a64e-4091-a7a2-0bf8bc8e7159,Nathaniel,9456.83,25/09/2018,M,31,Bridgetown,WA,2018-09-25T13:05:27.000+0000,12.15,289dee9edab746779e7d41060ff98a10,Australia,CUS-2083971310,116.14 -33.96,debit
7184,authorized,0.0,ACC-37709441,AUD,153.41 -28.01,SALES-POS,03db6880-5402-4194-8937-4357650a5909,Charles,13222.31,25/09/2018,M,18,Robina,QLD,2018-09-25T13:28:10.000+0000,6.86,b8a90172b410498ab743840a578d43e0,Australia,CUS-3336454548,153.42 -28.07,debit
7185,authorized,0.0,ACC-1516130869,AUD,130.84 -12.45,SALES-POS,acb77539-e479-4f85-b231-0330e17f620f,Jessica,4491.58,25/09/2018,F,21,Petrie Terrace,QLD,2018-09-25T13:50:54.000+0000,99.59,2c4fa3a537a34ec39260ee4c2d5f2b33,Australia,CUS-325142416,153.02 -27.47,debit
7190,authorized,1.0,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,cf6323ff-8be6-4d82-82b7-accfb93b3de7,Rhonda,4435.57,25/09/2018,F,40,Bundall,QLD,2018-09-25T14:08:34.000+0000,6.32,015cdd52dada4158bb078b93e6d5bf5f,Australia,CUS-1614226872,153.41 -28,debit
7191,authorized,1.0,ACC-2920611728,AUD,144.96 -37.76,POS,0cd1831f-e23a-44d6-bc32-0cf6ab4d5da1,Tyler,6771.42,25/09/2018,M,69,Maribyrnong,VIC,2018-09-25T14:22:51.000+0000,19.95,87ea5b2665a442ada2d8d807c3f02515,Australia,CUS-1388323263,144.89 -37.77,debit
7192,authorized,1.0,ACC-2674800293,AUD,144.96 -37.69,POS,1a48ffe9-8e3c-4ff1-969e-fff37762269a,Elizabeth,28206.25,25/09/2018,F,50,Bairnsdale,VIC,2018-09-25T14:37:08.000+0000,19.44,c34f3cc4c1eb4e3e97f4b66d158320d2,Australia,CUS-2977593493,147.63 -37.83,debit
7193,authorized,1.0,ACC-2890243754,AUD,153.32 -27.93,POS,1c507e4f-e0cb-424a-9ee4-ac3a102707cc,Joseph,4149.04,25/09/2018,M,37,Toowong,QLD,2018-09-25T14:51:25.000+0000,3.21,d784f329ead546cfa82082269a7dc63d,Australia,CUS-2695611575,152.99 -27.48,debit
7196,authorized,1.0,ACC-354106658,AUD,151.04 -33.80,SALES-POS,a0e0fd63-ada8-4ee4-8796-1c439426c510,Christine,14977.37,25/09/2018,F,39,Bondi Junction,NSW,2018-09-25T15:03:42.000+0000,38.05,a2f4c56e1f3c4806ac801598f957e15d,Australia,CUS-2376382098,151.25 -33.89,debit
7197,authorized,1.0,ACC-1334819143,AUD,145.13 -37.70,POS,dc03fd83-eb30-4259-a566-91aa876f677a,Christopher,64543.08,25/09/2018,M,33,South Melbourne,VIC,2018-09-25T15:12:57.000+0000,15.24,4bf3624cbaeb4ecfa3d38b3f6b1d9c1d,Australia,CUS-3117610635,144.95 -37.83,debit
7198,authorized,0.0,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,5375b001-92ed-4d0d-880d-e1703ca3bb05,Rhonda,4263.0,25/09/2018,F,40,Rocklea,QLD,2018-09-25T15:22:13.000+0000,172.57,c3e682a56ea44ef68b5bcbcec00a1858,Australia,CUS-1614226872,153.01 -27.54,debit
7199,authorized,1.0,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,874e3453-6dc3-4e7e-96ea-712bfb0fa0b8,Virginia,6279.96,25/09/2018,F,20,Madeley,WA,2018-09-25T15:31:28.000+0000,8.65,f5310a0da705410aa46e9166f7c8f7a4,Australia,CUS-127297539,115.82 -31.82,debit
7200,authorized,1.0,ACC-2890243754,AUD,153.32 -27.93,POS,5596adaf-2458-429c-8f3f-97413462dcde,Joseph,4141.63,25/09/2018,M,37,Broadbeach,QLD,2018-09-25T15:40:44.000+0000,7.41,f0f127dd8a1049f9bb65dd458d365dc9,Australia,CUS-2695611575,153.43 -28.03,debit
7201,authorized,1.0,ACC-2674800293,AUD,144.96 -37.69,POS,7b4deb71-0e46-4da6-b2fa-7c718273f157,Elizabeth,27296.64,25/09/2018,F,50,Mount Gambier,SA,2018-09-25T15:49:59.000+0000,909.61,969c2afa8a864c7b87ea9970a1fe3bbb,Australia,CUS-2977593493,140.78 -37.83,debit
7202,authorized,1.0,ACC-1037050564,AUD,153.10 -27.66,POS,3b20294d-c94d-4e35-8745-136d7e4fb58e,Rhonda,4253.34,25/09/2018,F,40,Brisbane City,QLD,2018-09-25T15:59:15.000+0000,9.66,52aa41aed5824fe48bdb9e159475a029,Australia,CUS-1614226872,153.03 -27.47,debit
7205,authorized,0.0,ACC-2920611728,AUD,144.96 -37.76,SALES-POS,3958f1b8-0c3e-4fb9-9a41-c3dcd6da32e0,Tyler,6742.68,25/09/2018,M,69,Croydon South,VIC,2018-09-25T16:21:23.000+0000,28.74,abff5a67d3c445429db2752a1bcb471b,Australia,CUS-1388323263,145.29 -37.81,debit
7206,authorized,0.0,ACC-964839203,AUD,146.92 -36.07,POS,0ddd541c-be04-4d46-bb42-830f81e11a8e,Michael,36179.63,25/09/2018,M,21,Melbourne,VIC,2018-09-25T16:44:39.000+0000,12.03,bce097a341cb44c2bc8db9b8f46d9ecc,Australia,CUS-2059096722,145.02 -37.91,debit
7214,authorized,0.0,ACC-1037050564,AUD,153.10 -27.66,POS,b27689af-4d1e-49b2-b3af-4139ac5d2b6c,Rhonda,4236.1,25/09/2018,F,40,Arundel,VIC,2018-09-25T17:06:10.000+0000,17.24,f844e9adf7354d90bf8611164a9b23a4,Australia,CUS-1614226872,153.37 -27.94,debit
7215,authorized,1.0,ACC-1334819143,AUD,145.13 -37.70,SALES-POS,f156c6e4-b5dd-463e-9e8a-b382f080a88c,Christopher,64511.13,25/09/2018,M,33,Hoppers Crossing,VIC,2018-09-25T17:24:21.000+0000,31.95,6fc01b98798b40e283f40224253d8f9d,Australia,CUS-3117610635,144.7 -37.88,debit
7216,authorized,1.0,ACC-1344825761,AUD,151.09 -33.91,SALES-POS,c0d04007-b8c4-4727-a367-88fcdf8ca7d1,Sarah,21160.75,25/09/2018,F,46,Pymble,NSW,2018-09-25T17:42:32.000+0000,51.54,0c3d9b71ee2b4f898303314f33616cfb,Australia,CUS-1499065773,151.14 -33.75,debit
7220,authorized,0.0,ACC-1279356312,AUD,144.79 -37.73,POS,85f205ca-dc6b-43f4-b081-859a27457643,Tyler,8581.69,25/09/2018,M,44,Balcatta,WA,2018-09-25T18:01:22.000+0000,22.08,2857267174e94327a3723ea0a7b8a977,Australia,CUS-1892177589,115.81 -31.86,debit
7221,authorized,1.0,ACC-3233697971,AUD,151.04 -33.77,SALES-POS,85f62f5b-b46b-4cd7-b994-d10614274b39,Robin,9628.91,25/09/2018,F,34,Dural,NSW,2018-09-25T18:35:51.000+0000,17.84,f1adfa03440a42bc84723f00b75df72e,Australia,CUS-1147642491,151.03 -33.7,debit
7222,authorized,1.0,ACC-3771436525,AUD,145.04 -37.92,POS,a038df8c-bade-40e9-b864-9371758a8745,Derek,5150.72,25/09/2018,M,20,Pyrmont,NSW,2018-09-25T19:06:39.000+0000,27.91,0b628ca264384849bbfd05a8e1a2da4b,Australia,CUS-3325710106,151.2 -33.87,debit
7223,authorized,1.0,ACC-2173390920,AUD,144.71 -37.58,SALES-POS,198c2a0c-3eb7-4e5c-9c0e-5e9b4ff99a90,Luis,8013.24,25/09/2018,M,27,Millicent,SA,2018-09-25T19:28:53.000+0000,27.7,9f685895833643b0a7e0370380da9d36,Australia,CUS-3180318393,140.31 -37.6,debit
7224,authorized,1.0,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,5f6f52fb-a564-48cf-bf55-36537a415887,Virginia,6271.9,25/09/2018,F,20,Sydney,NSW,2018-09-25T19:51:06.000+0000,8.06,b02e5ae4e5e3440f880d6c9518886fe8,Australia,CUS-127297539,151.21 -33.87,debit
7227,authorized,1.0,ACC-2890243754,AUD,153.32 -27.93,POS,c81f9513-0787-45b5-a956-ae58d2c1f89b,Joseph,4134.96,25/09/2018,M,37,Surfers Paradise,QLD,2018-09-25T20:21:25.000+0000,6.67,0e102ff746c748baac4ea20a995598d1,Australia,CUS-2695611575,153.43 -28.01,debit
